step,Qwen3_0.6B_Ltr_SFT_r32_a32_d0-single_value/train_samples_per_second_step,Qwen3_0.6B_Ltr_SFT_r32_a32_d0-single_value/train_samples_per_second_timestamp,Qwen3_0.6B_Ltr_SFT_r16_a16_d0-single_value/train_samples_per_second_step,Qwen3_0.6B_Ltr_SFT_r16_a16_d0-single_value/train_samples_per_second_timestamp,Qwen3_0.6B_Ltr_SFT_r8_a8_d0-single_value/train_samples_per_second_step,Qwen3_0.6B_Ltr_SFT_r8_a8_d0-single_value/train_samples_per_second_timestamp
255,4.755,1779249836000,4.904,1779248851000,4.817,1779247915000
