step,Qwen3_0.6B_Ltr_SFT_r32_a32_d0-single_value/train_steps_per_second_step,Qwen3_0.6B_Ltr_SFT_r32_a32_d0-single_value/train_steps_per_second_timestamp,Qwen3_0.6B_Ltr_SFT_r16_a16_d0-single_value/train_steps_per_second_step,Qwen3_0.6B_Ltr_SFT_r16_a16_d0-single_value/train_steps_per_second_timestamp,Qwen3_0.6B_Ltr_SFT_r8_a8_d0-single_value/train_steps_per_second_step,Qwen3_0.6B_Ltr_SFT_r8_a8_d0-single_value/train_steps_per_second_timestamp
255,0.299,1779249836000,0.309,1779248851000,0.303,1779247915000
