step,Qwen3_0.6B_Ltr_SFT_r32_a32_d0-single_value/train_loss_step,Qwen3_0.6B_Ltr_SFT_r32_a32_d0-single_value/train_loss_timestamp,Qwen3_0.6B_Ltr_SFT_r16_a16_d0-single_value/train_loss_step,Qwen3_0.6B_Ltr_SFT_r16_a16_d0-single_value/train_loss_timestamp,Qwen3_0.6B_Ltr_SFT_r8_a8_d0-single_value/train_loss_step,Qwen3_0.6B_Ltr_SFT_r8_a8_d0-single_value/train_loss_timestamp
255,2.0874519310745536,1779249836000,2.143125956666236,1779248851000,2.193808245191387,1779247915000
