step,Qwen3_0.6B_Ltr_SFT_r32_a32_d0-single_value/total_flos_step,Qwen3_0.6B_Ltr_SFT_r32_a32_d0-single_value/total_flos_timestamp,Qwen3_0.6B_Ltr_SFT_r16_a16_d0-single_value/total_flos_step,Qwen3_0.6B_Ltr_SFT_r16_a16_d0-single_value/total_flos_timestamp,Qwen3_0.6B_Ltr_SFT_r8_a8_d0-single_value/total_flos_step,Qwen3_0.6B_Ltr_SFT_r8_a8_d0-single_value/total_flos_timestamp
255,1.579146402594816e+15,1779249836000,1.54454851584e+15,1779248851000,1.527249572462592e+15,1779247915000
